trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.001, 'e': 0.9831197056650174}",20,0,-187.896980322701,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
186,False,"{'a': 0.001, 'e': 0.9829362506302315}",35,0,-312.1682091565027,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 7}",0
187,False,"{'a': 0.001, 'e': 0.9827518126592768}",20,0,-46.82063761440717,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
188,False,"{'a': 0.001, 'e': 0.9825663919365915}",20,0,-79.11121711256708,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
189,False,"{'a': 0.001, 'e': 0.9823799886475959}",25,0,-78.95441181994175,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
190,False,"{'a': 0.001, 'e': 0.9821926029786937}",20,0,-123.11367267573583,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
191,False,"{'a': 0.001, 'e': 0.9820042351172703}",20,0,-129.1264437952308,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
192,False,"{'a': 0.001, 'e': 0.9818148852516937}",30,0,-71.04044371360987,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 0}",0
193,False,"{'a': 0.001, 'e': 0.9816245535713135}",25,0,-204.03236553554774,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
194,False,"{'a': 0.001, 'e': 0.9814332402664617}",20,0,-102.98598972942203,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",1
195,False,"{'a': 0.001, 'e': 0.9812409455284513}",20,0,-147.0049344803665,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
196,False,"{'a': 0.001, 'e': 0.9810476695495772}",30,0,-193.29914223655004,"{0: 17, 1: 2, 2: 8, 3: 0, 4: 3}",0
197,False,"{'a': 0.001, 'e': 0.9808534125231153}",25,0,-197.94142931967627,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
198,False,"{'a': 0.001, 'e': 0.9806581746433226}",25,0,-46.03029172348876,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
199,False,"{'a': 0.001, 'e': 0.9804619561054371}",20,0,-122.192120477219,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
200,False,"{'a': 0.001, 'e': 0.9802647571056771}",25,0,-46.428517596923584,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
201,False,"{'a': 0.001, 'e': 0.9800665778412416}",25,0,-59.64284612827833,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
202,False,"{'a': 0.001, 'e': 0.97986741851031}",20,0,-86.14258757975945,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",1
203,False,"{'a': 0.001, 'e': 0.9796672793120416}",25,9,-36.221286420142874,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
204,False,"{'a': 0.001, 'e': 0.9794661604465754}",20,0,-32.4784563396113,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
205,False,"{'a': 0.001, 'e': 0.9792640621150305}",30,0,-188.6044354257224,"{0: 15, 1: 7, 2: 5, 3: 0, 4: 3}",0
206,False,"{'a': 0.001, 'e': 0.9790609845195051}",25,0,-159.50670756098114,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
207,False,"{'a': 0.001, 'e': 0.9788569278630767}",25,0,-85.05249557675684,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
208,False,"{'a': 0.001, 'e': 0.978651892349802}",25,7,-33.321845486137605,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
209,False,"{'a': 0.001, 'e': 0.9784458781847165}",30,11,-120.11292903441132,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 2}",1
210,False,"{'a': 0.001, 'e': 0.9782388855738344}",25,0,-12.919146598635317,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
211,False,"{'a': 0.001, 'e': 0.9780309147241483}",20,0,-54.45087816081591,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
212,False,"{'a': 0.001, 'e': 0.9778219658436289}",20,0,-59.531690207913854,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
213,False,"{'a': 0.001, 'e': 0.9776120391412251}",20,0,-155.23508508650903,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
214,False,"{'a': 0.001, 'e': 0.9774011348268636}",25,0,-77.47687646289276,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
215,False,"{'a': 0.001, 'e': 0.9771892531114489}",25,0,-3.351424617232162,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.001, 'e': 0.9769763942068623}",20,0,-105.92225792280168,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
217,False,"{'a': 0.001, 'e': 0.9767625583259631}",20,0,-113.48098688056042,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
218,False,"{'a': 0.001, 'e': 0.976547745682587}",20,0,-31.81441636661059,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
219,False,"{'a': 0.001, 'e': 0.9763319564915464}",25,0,-144.45646955960112,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
220,False,"{'a': 0.001, 'e': 0.9761151909686308}",25,6,-82.1088535717035,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 0}",1
221,False,"{'a': 0.001, 'e': 0.9758974493306055}",20,0,-145.29480401765505,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
222,False,"{'a': 0.001, 'e': 0.9756787317952123}",35,0,-100.32778047065716,"{0: 24, 1: 2, 2: 8, 3: 0, 4: 1}",0
223,False,"{'a': 0.001, 'e': 0.9754590385811684}",20,0,-127.66100109508139,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
224,False,"{'a': 0.001, 'e': 0.9752383699081674}",20,9,-9.880113917899022,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.001, 'e': 0.9750167259968777}",30,0,-115.43421616501014,"{0: 20, 1: 5, 2: 3, 3: 0, 4: 2}",0
226,False,"{'a': 0.001, 'e': 0.9747941070689433}",20,0,-78.88382095111473,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
227,False,"{'a': 0.001, 'e': 0.974570513346983}",25,0,-122.93908245385366,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",1
228,False,"{'a': 0.001, 'e': 0.9743459450545906}",30,0,-91.61606321953266,"{0: 19, 1: 1, 2: 9, 3: 1, 4: 0}",0
229,False,"{'a': 0.001, 'e': 0.9741204024163344}",25,0,-209.3721669010457,"{0: 11, 1: 2, 2: 9, 3: 0, 4: 3}",0
230,False,"{'a': 0.001, 'e': 0.9738938856577568}",20,0,-23.09617347556603,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
231,False,"{'a': 0.001, 'e': 0.9736663950053749}",20,0,-201.9615932459844,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 4}",0
232,False,"{'a': 0.001, 'e': 0.9734379306866789}",20,0,-60.10922340733845,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
233,False,"{'a': 0.001, 'e': 0.9732084929301336}",25,0,-156.94351911752412,"{0: 11, 1: 6, 2: 6, 3: 0, 4: 2}",0
234,False,"{'a': 0.001, 'e': 0.9729780819651762}",30,0,-97.52166220677118,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
235,False,"{'a': 0.001, 'e': 0.9727466980222181}",30,0,-136.1104025798839,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
236,False,"{'a': 0.001, 'e': 0.972514341332643}",35,0,-131.35264548243305,"{0: 21, 1: 6, 2: 5, 3: 2, 4: 1}",0
237,False,"{'a': 0.001, 'e': 0.9722810121288076}",20,0,-23.380757973064576,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
238,False,"{'a': 0.001, 'e': 0.9720467106440411}",20,0,-39.02751138203968,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
239,False,"{'a': 0.001, 'e': 0.971811437112645}",25,0,-120.64136598243853,"{0: 18, 1: 2, 2: 1, 3: 2, 4: 2}",0
240,False,"{'a': 0.001, 'e': 0.9715751917698927}",25,12,-15.629373678407086,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
241,False,"{'a': 0.001, 'e': 0.9713379748520296}",20,4,-136.55517013101613,"{0: 7, 1: 1, 2: 6, 3: 0, 4: 2}",1
242,False,"{'a': 0.001, 'e': 0.9710997865962726}",30,0,-261.4422757424477,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 5}",0
243,False,"{'a': 0.001, 'e': 0.97086062724081}",30,0,-151.39687965129013,"{0: 19, 1: 6, 2: 2, 3: 0, 4: 3}",0
244,False,"{'a': 0.001, 'e': 0.970620497024801}",25,0,-164.21543585509056,"{0: 16, 1: 5, 2: 0, 3: 0, 4: 4}",0
245,False,"{'a': 0.001, 'e': 0.9703793961883759}",25,0,-195.02449305670893,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
246,False,"{'a': 0.001, 'e': 0.9701373249726354}",35,0,-164.65267794139118,"{0: 28, 1: 0, 2: 2, 3: 1, 4: 4}",1
247,False,"{'a': 0.001, 'e': 0.9698942836196508}",25,0,-73.35137691223497,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
248,False,"{'a': 0.001, 'e': 0.9696502723724634}",20,0,-75.46659436967556,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
249,False,"{'a': 0.001, 'e': 0.9694052914750845}",30,0,-144.06131507035442,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",1
250,False,"{'a': 0.001, 'e': 0.9691593411724948}",20,0,-160.7814869832052,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
251,False,"{'a': 0.001, 'e': 0.9689124217106447}",25,0,-156.4922708306688,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
252,False,"{'a': 0.001, 'e': 0.9686645333364537}",25,1,-77.84146522390867,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 1}",1
253,False,"{'a': 0.001, 'e': 0.9684156762978101}",20,0,-83.32519350833803,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
254,False,"{'a': 0.001, 'e': 0.9681658508435709}",25,10,-172.10133940144314,"{0: 5, 1: 2, 2: 5, 3: 0, 4: 3}",1
255,False,"{'a': 0.001, 'e': 0.9679150572235615}",20,0,-58.353739732418816,"{0: 13, 1: 6, 2: 0, 3: 0, 4: 1}",0
256,False,"{'a': 0.001, 'e': 0.9676632956885756}",30,0,-50.0834387039533,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
257,False,"{'a': 0.001, 'e': 0.9674105664903746}",25,0,-97.19811653819072,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
258,False,"{'a': 0.001, 'e': 0.9671568698816877}",25,0,-65.28188976967512,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
259,False,"{'a': 0.001, 'e': 0.9669022061162116}",30,0,-188.19190655264129,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
260,False,"{'a': 0.001, 'e': 0.9666465754486098}",20,9,-13.472928738085768,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
261,False,"{'a': 0.001, 'e': 0.9663899781345132}",20,0,-25.51526659985499,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
262,False,"{'a': 0.001, 'e': 0.966132414430519}",30,3,-98.87576589434946,"{0: 16, 1: 4, 2: 6, 3: 0, 4: 1}",1
263,False,"{'a': 0.001, 'e': 0.9658738845941909}",20,0,-102.94843245596994,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
264,False,"{'a': 0.001, 'e': 0.9656143888840587}",25,0,-114.62950519145635,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
265,False,"{'a': 0.001, 'e': 0.965353927559618}",20,0,-73.44976451927569,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
266,False,"{'a': 0.001, 'e': 0.9650925008813303}",25,0,-203.08493462345376,"{0: 11, 1: 3, 2: 8, 3: 0, 4: 3}",0
267,False,"{'a': 0.001, 'e': 0.9648301091106221}",20,0,-31.194918480259332,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
268,False,"{'a': 0.001, 'e': 0.9645667525098851}",20,0,-18.78259080854531,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
269,False,"{'a': 0.001, 'e': 0.9643024313424761}",25,0,-79.27656319684299,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
270,False,"{'a': 0.001, 'e': 0.964037145872716}",25,10,-39.06799626792071,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 0}",1
271,False,"{'a': 0.001, 'e': 0.9637708963658905}",25,0,-84.2276961785898,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
272,False,"{'a': 0.001, 'e': 0.9635036830882489}",20,0,-181.72189269400582,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
273,False,"{'a': 0.001, 'e': 0.9632355063070045}",20,0,-173.3897282897632,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
274,False,"{'a': 0.001, 'e': 0.962966366290334}",20,5,-106.06790536704858,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 2}",1
275,False,"{'a': 0.001, 'e': 0.9626962633073776}",20,0,-43.383264507236476,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
276,False,"{'a': 0.001, 'e': 0.962425197628238}",25,0,-197.06297568609054,"{0: 10, 1: 7, 2: 5, 3: 0, 4: 3}",0
277,False,"{'a': 0.001, 'e': 0.9621531695239809}",20,0,-142.18178116683467,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
278,False,"{'a': 0.001, 'e': 0.9618801792666346}",20,0,-163.20340719232783,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
279,False,"{'a': 0.001, 'e': 0.9616062271291891}",20,0,-156.0012159354556,"{0: 7, 1: 5, 2: 6, 3: 0, 4: 2}",0
280,False,"{'a': 0.001, 'e': 0.9613313133855966}",20,0,-48.112328880846164,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
281,False,"{'a': 0.001, 'e': 0.9610554383107709}",20,0,-124.70596964978056,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
282,False,"{'a': 0.001, 'e': 0.960778602180587}",20,0,-62.099782144856576,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
283,False,"{'a': 0.001, 'e': 0.960500805271881}",25,1,-156.68545538581097,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 2}",1
284,False,"{'a': 0.001, 'e': 0.9602220478624496}",25,15,-90.59657036832567,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
285,False,"{'a': 0.001, 'e': 0.9599423302310505}",25,0,-138.6493313396956,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
286,False,"{'a': 0.001, 'e': 0.9596616526574011}",20,0,-84.69226272810042,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
287,False,"{'a': 0.001, 'e': 0.959380015422179}",25,0,-159.96764874352203,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
288,False,"{'a': 0.001, 'e': 0.9590974188070215}",20,0,-150.9163910002161,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
289,False,"{'a': 0.001, 'e': 0.9588138630945251}",25,0,-127.22746016383867,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
290,False,"{'a': 0.001, 'e': 0.9585293485682455}",20,0,-126.36568290712826,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
291,False,"{'a': 0.001, 'e': 0.9582438755126972}",25,0,-175.38341214902107,"{0: 12, 1: 1, 2: 10, 3: 0, 4: 2}",0
292,False,"{'a': 0.001, 'e': 0.9579574442133532}",30,0,-214.50847579876222,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 4}",0
293,False,"{'a': 0.001, 'e': 0.9576700549566448}",25,0,-85.52850559162452,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",0
294,False,"{'a': 0.001, 'e': 0.9573817080299614}",25,0,-20.143543030735692,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
295,False,"{'a': 0.001, 'e': 0.9570924037216496}",20,0,-20.712631201096904,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
296,False,"{'a': 0.001, 'e': 0.9568021423210139}",25,0,-134.6858983005108,"{0: 13, 1: 1, 2: 10, 3: 0, 4: 1}",0
297,False,"{'a': 0.001, 'e': 0.9565109241183156}",20,0,-23.421537843250945,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
298,False,"{'a': 0.001, 'e': 0.9562187494047729}",20,0,-122.3037346626239,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
299,False,"{'a': 0.001, 'e': 0.9559256184725605}",30,9,-32.645573215613766,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 0}",1
300,False,"{'a': 0.001, 'e': 0.9556315316148093}",20,0,-22.663687278612315,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
301,False,"{'a': 0.001, 'e': 0.955336489125606}",25,0,-172.93355762138637,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
302,False,"{'a': 0.001, 'e': 0.9550404912999932}",35,0,-134.958505936183,"{0: 22, 1: 1, 2: 10, 3: 1, 4: 1}",0
303,False,"{'a': 0.001, 'e': 0.9547435384339689}",25,0,-137.40623878604683,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
304,False,"{'a': 0.001, 'e': 0.9544456308244855}",30,0,-140.7566271973549,"{0: 15, 1: 5, 2: 9, 3: 0, 4: 1}",0
305,False,"{'a': 0.001, 'e': 0.9541467687694509}",20,0,8.823876979100266,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
306,False,"{'a': 0.001, 'e': 0.9538469525677271}",25,0,-96.24538630835842,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
307,False,"{'a': 0.001, 'e': 0.9535461825191301}",20,0,-38.52911281718845,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
308,False,"{'a': 0.001, 'e': 0.9532444589244301}",20,0,-135.5234268300506,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
309,False,"{'a': 0.001, 'e': 0.9529417820853506}",35,0,-237.58926230234164,"{0: 20, 1: 3, 2: 8, 3: 0, 4: 4}",0
310,False,"{'a': 0.001, 'e': 0.9526381523045685}",20,0,-38.44256145965706,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
311,False,"{'a': 0.001, 'e': 0.9523335698857134}",35,21,-33.78393088962523,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
312,False,"{'a': 0.001, 'e': 0.9520280351333678}",30,0,-63.794518965441455,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
313,False,"{'a': 0.001, 'e': 0.9517215483530664}",20,0,-99.42188635283703,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
314,False,"{'a': 0.001, 'e': 0.9514141098512959}",20,0,-82.64578143538816,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
315,False,"{'a': 0.001, 'e': 0.951105719935495}",20,4,-93.11374713914253,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
316,False,"{'a': 0.001, 'e': 0.9507963789140532}",20,0,-39.63487534363861,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",1
317,False,"{'a': 0.001, 'e': 0.9504860870963119}",20,9,-108.47399503564509,"{0: 4, 1: 3, 2: 2, 3: 0, 4: 2}",1
318,False,"{'a': 0.001, 'e': 0.9501748447925626}",20,0,-169.58151448169036,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
319,False,"{'a': 0.001, 'e': 0.9498626523140478}",25,0,-77.61356709717676,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
320,False,"{'a': 0.001, 'e': 0.9495495099729597}",20,0,-123.34466803017813,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
321,False,"{'a': 0.001, 'e': 0.9492354180824408}",25,0,-107.99786850656926,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
322,False,"{'a': 0.001, 'e': 0.948920376956583}",25,0,-91.37533574848976,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
323,False,"{'a': 0.001, 'e': 0.9486043869104273}",20,0,-57.76264107275704,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
324,False,"{'a': 0.001, 'e': 0.9482874482599637}",25,0,-215.23940009005716,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 4}",0
325,False,"{'a': 0.001, 'e': 0.9479695613221308}",20,0,-79.88525181093645,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
326,False,"{'a': 0.001, 'e': 0.9476507264148157}",25,0,-63.519712300636854,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
327,False,"{'a': 0.001, 'e': 0.9473309438568531}",30,0,-64.1069465767338,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 0}",0
328,False,"{'a': 0.001, 'e': 0.9470102139680256}",20,10,-8.151259400019502,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.001, 'e': 0.9466885370690631}",25,0,-149.94918240201807,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
330,False,"{'a': 0.001, 'e': 0.9463659134816423}",20,0,-79.39769001457088,"{0: 10, 1: 1, 2: 9, 3: 0, 4: 0}",0
331,False,"{'a': 0.001, 'e': 0.946042343528387}",25,0,-140.47407365750212,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
332,False,"{'a': 0.001, 'e': 0.9457178275328669}",35,0,-121.23038902443582,"{0: 23, 1: 2, 2: 8, 3: 1, 4: 1}",0
333,False,"{'a': 0.001, 'e': 0.9453923658195982}",30,0,-94.7047100332451,"{0: 19, 1: 0, 2: 10, 3: 1, 4: 0}",0
334,False,"{'a': 0.001, 'e': 0.9450659587140423}",20,0,-87.69510462090234,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
335,False,"{'a': 0.001, 'e': 0.9447386065426066}",20,6,-27.8905767610588,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
336,False,"{'a': 0.001, 'e': 0.944410309632643}",20,0,-62.31693458038684,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
337,False,"{'a': 0.001, 'e': 0.9440810683124485}",25,5,-124.46677965638244,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",1
338,False,"{'a': 0.001, 'e': 0.9437508829112643}",25,0,-129.21588527540715,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
339,False,"{'a': 0.001, 'e': 0.9434197537592759}",25,6,-87.91720777673368,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 1}",1
340,False,"{'a': 0.001, 'e': 0.9430876811876123}",30,0,-210.24031329957248,"{0: 15, 1: 4, 2: 8, 3: 0, 4: 3}",0
341,False,"{'a': 0.001, 'e': 0.9427546655283462}",20,6,-55.560749069462965,"{0: 8, 1: 0, 2: 5, 3: 1, 4: 0}",1
342,False,"{'a': 0.001, 'e': 0.9424207071144931}",30,0,-177.43913744588033,"{0: 16, 1: 2, 2: 9, 3: 1, 4: 2}",0
343,False,"{'a': 0.001, 'e': 0.9420858062800114}",20,0,-163.00571061079958,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
344,False,"{'a': 0.001, 'e': 0.941749963359802}",20,0,-21.318752341273157,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
345,False,"{'a': 0.001, 'e': 0.9414131786897075}",20,0,-116.3789096135751,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
346,False,"{'a': 0.001, 'e': 0.941075452606513}",20,5,-43.370249317476,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
347,False,"{'a': 0.001, 'e': 0.9407367854479443}",20,0,-96.42897872865818,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
348,False,"{'a': 0.001, 'e': 0.9403971775526684}",20,0,-163.4022892301526,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
349,False,"{'a': 0.001, 'e': 0.9400566292602934}",20,0,-206.66408739869928,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
350,False,"{'a': 0.001, 'e': 0.9397151409113674}",25,0,-88.25517067787582,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
351,False,"{'a': 0.001, 'e': 0.9393727128473789}",25,0,-261.87452453534866,"{0: 10, 1: 7, 2: 2, 3: 1, 4: 5}",0
352,False,"{'a': 0.001, 'e': 0.9390293454107558}",35,0,-248.02912235548789,"{0: 16, 1: 5, 2: 10, 3: 1, 4: 3}",0
353,False,"{'a': 0.001, 'e': 0.9386850389448655}",30,10,-86.74392491447244,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",1
354,False,"{'a': 0.001, 'e': 0.9383397937940146}",25,0,-114.49613720217334,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
355,False,"{'a': 0.001, 'e': 0.937993610303448}",20,0,-129.22700419977562,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
356,False,"{'a': 0.001, 'e': 0.9376464888193493}",20,1,-85.52012115536311,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 1}",1
357,False,"{'a': 0.001, 'e': 0.9372984296888399}",25,0,-91.83650331282675,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
358,False,"{'a': 0.001, 'e': 0.9369494332599789}",20,3,-64.38786986693289,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
359,False,"{'a': 0.001, 'e': 0.9365994998817627}",20,0,-60.588490095724076,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",1
360,False,"{'a': 0.001, 'e': 0.9362486299041247}",25,0,-120.76190762416489,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
361,False,"{'a': 0.001, 'e': 0.9358968236779348}",25,0,-132.18204632031149,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
362,False,"{'a': 0.001, 'e': 0.9355440815549994}",20,1,-123.14441654503656,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 2}",1
363,False,"{'a': 0.001, 'e': 0.9351904038880602}",20,0,-94.5473549780848,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
364,False,"{'a': 0.001, 'e': 0.9348357910307951}",25,0,-74.831930008957,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
365,False,"{'a': 0.001, 'e': 0.9344802433378168}",30,0,-240.6701072185347,"{0: 15, 1: 4, 2: 6, 3: 1, 4: 4}",0
366,False,"{'a': 0.001, 'e': 0.9341237611646731}",20,0,-110.03842953437469,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
367,False,"{'a': 0.001, 'e': 0.933766344867846}",20,0,-67.509094518741,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
368,False,"{'a': 0.001, 'e': 0.933407994804752}",20,10,3.883897857788297,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
