trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.001, 'e': 1.0}",20,0,-32.16430037710496,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
2,False,"{'a': 0.001, 'e': 0.9999995000000417}",20,0,-120.48811668643252,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
3,False,"{'a': 0.001, 'e': 0.9999980000006666}",20,12,-3.987636800316886,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
4,False,"{'a': 0.001, 'e': 0.999995500003375}",20,0,-68.79166296119976,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
5,False,"{'a': 0.001, 'e': 0.9999920000106667}",20,0,-95.50797974173223,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",1
6,False,"{'a': 0.001, 'e': 0.9999875000260416}",25,0,-123.21938445001858,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
7,False,"{'a': 0.001, 'e': 0.999982000054}",20,0,-47.37753848492473,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
8,False,"{'a': 0.001, 'e': 0.9999755001000415}",25,0,-62.74809144951598,"{0: 15, 1: 6, 2: 3, 3: 1, 4: 0}",0
9,False,"{'a': 0.001, 'e': 0.9999680001706663}",25,0,-337.2037507120876,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 7}",0
10,False,"{'a': 0.001, 'e': 0.9999595002733742}",20,0,-85.31988121961321,"{0: 10, 1: 0, 2: 10, 3: 0, 4: 0}",0
11,False,"{'a': 0.001, 'e': 0.9999500004166653}",25,0,-102.45265163299226,"{0: 16, 1: 6, 2: 1, 3: 0, 4: 2}",0
12,False,"{'a': 0.001, 'e': 0.9999395006100392}",25,0,-65.08957378581786,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
13,False,"{'a': 0.001, 'e': 0.9999280008639958}",20,0,-66.76383216787647,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
14,False,"{'a': 0.001, 'e': 0.9999155011900349}",25,3,-114.13744360499899,"{0: 11, 1: 3, 2: 7, 3: 0, 4: 1}",1
15,False,"{'a': 0.001, 'e': 0.9999020016006562}",35,0,-159.6326024892089,"{0: 20, 1: 5, 2: 6, 3: 3, 4: 1}",0
16,False,"{'a': 0.001, 'e': 0.9998875021093592}",20,0,-8.897290442957267,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
17,False,"{'a': 0.001, 'e': 0.9998720027306434}",20,7,17.593433439775154,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.001, 'e': 0.9998555034800082}",20,15,11.363899085215495,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.001, 'e': 0.9998380043739528}",25,0,-71.58836569931461,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
20,False,"{'a': 0.001, 'e': 0.9998195054299763}",30,0,-76.89573752132186,"{0: 17, 1: 6, 2: 7, 3: 0, 4: 0}",0
21,False,"{'a': 0.001, 'e': 0.9998000066665778}",35,0,-176.516875278873,"{0: 23, 1: 3, 2: 5, 3: 1, 4: 3}",0
22,False,"{'a': 0.001, 'e': 0.9997795081032559}",30,0,-156.01113245545136,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
23,False,"{'a': 0.001, 'e': 0.9997580097605092}",25,0,-56.78067893705707,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
24,False,"{'a': 0.001, 'e': 0.9997355116598361}",20,15,8.09363430041312,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.001, 'e': 0.9997120138237345}",30,22,-39.30595822481995,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
26,False,"{'a': 0.001, 'e': 0.9996875162757026}",30,10,-162.77805524216598,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",1
27,False,"{'a': 0.001, 'e': 0.9996620190402377}",25,12,-16.527735788976436,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
28,False,"{'a': 0.001, 'e': 0.9996355221428369}",35,0,-254.62419236490774,"{0: 19, 1: 3, 2: 8, 3: 1, 4: 4}",0
29,False,"{'a': 0.001, 'e': 0.9996080256099974}",25,0,-153.4426506996969,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
30,False,"{'a': 0.001, 'e': 0.9995795294692156}",30,0,-132.673727124617,"{0: 16, 1: 5, 2: 8, 3: 0, 4: 1}",0
31,False,"{'a': 0.001, 'e': 0.9995500337489875}",30,0,-176.924386159241,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",0
32,False,"{'a': 0.001, 'e': 0.999519538478809}",25,0,-37.077822212039784,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
33,False,"{'a': 0.001, 'e': 0.9994880436891754}",20,0,-112.68195990393515,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
34,False,"{'a': 0.001, 'e': 0.9994555494115813}",30,0,-60.755811569167875,"{0: 19, 1: 7, 2: 3, 3: 1, 4: 0}",0
35,False,"{'a': 0.001, 'e': 0.9994220556785212}",20,0,-27.367943833141485,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
36,False,"{'a': 0.001, 'e': 0.9993875625234886}",25,0,-112.4456321250426,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
37,False,"{'a': 0.001, 'e': 0.9993520699809768}",30,0,-154.9219069253266,"{0: 15, 1: 4, 2: 9, 3: 1, 4: 1}",0
38,False,"{'a': 0.001, 'e': 0.9993155780864782}",25,11,8.312992127788705,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
39,False,"{'a': 0.001, 'e': 0.9992780868764849}",20,0,-102.44489953482635,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
40,False,"{'a': 0.001, 'e': 0.999239596388488}",25,0,-137.51636195026623,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
41,False,"{'a': 0.001, 'e': 0.9992001066609779}",25,0,-230.36562311447258,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 4}",0
42,False,"{'a': 0.001, 'e': 0.9991596177334445}",20,0,-90.47968515929813,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
43,False,"{'a': 0.001, 'e': 0.9991181296463766}",20,0,-62.80275539253428,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
44,False,"{'a': 0.001, 'e': 0.9990756424412622}",25,0,-147.83898455960838,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
45,False,"{'a': 0.001, 'e': 0.9990321561605888}",20,11,-31.149083024931173,"{0: 4, 1: 2, 2: 3, 3: 0, 4: 0}",1
46,False,"{'a': 0.001, 'e': 0.9989876708478425}",25,10,-139.02193394204534,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 3}",1
47,False,"{'a': 0.001, 'e': 0.9989421865475084}",25,0,-131.79750124428102,"{0: 11, 1: 5, 2: 8, 3: 0, 4: 1}",0
48,False,"{'a': 0.001, 'e': 0.9988957033050712}",30,0,-105.28368291342638,"{0: 19, 1: 5, 2: 4, 3: 1, 4: 1}",0
49,False,"{'a': 0.001, 'e': 0.9988482211670138}",20,0,-104.4496889280838,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
50,False,"{'a': 0.001, 'e': 0.9987997401808185}",25,0,-68.96689875509824,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
51,False,"{'a': 0.001, 'e': 0.9987502603949663}",20,0,-62.96410157987725,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
52,False,"{'a': 0.001, 'e': 0.9986997818589368}",30,0,-108.84546468081841,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
53,False,"{'a': 0.001, 'e': 0.9986483046232089}",25,0,-191.4410085114085,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
54,False,"{'a': 0.001, 'e': 0.9985958287392593}",25,8,5.568529700219544,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
55,False,"{'a': 0.001, 'e': 0.9985423542595644}",25,0,-156.92492524074925,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
56,False,"{'a': 0.001, 'e': 0.9984878812375985}",20,0,-50.482646993783746,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 0}",0
57,False,"{'a': 0.001, 'e': 0.9984324097278344}",30,0,-195.64286600904006,"{0: 17, 1: 5, 2: 3, 3: 2, 4: 3}",0
58,False,"{'a': 0.001, 'e': 0.9983759397857438}",25,3,-87.91738584546593,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 1}",1
59,False,"{'a': 0.001, 'e': 0.9983184714677966}",25,0,-131.21389574782785,"{0: 14, 1: 4, 2: 3, 3: 3, 4: 1}",0
60,False,"{'a': 0.001, 'e': 0.9982600048314613}",35,0,-270.07504230380295,"{0: 14, 1: 9, 2: 8, 3: 0, 4: 4}",0
61,False,"{'a': 0.001, 'e': 0.9982005399352042}",20,6,-104.64308824247598,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 2}",1
62,False,"{'a': 0.001, 'e': 0.9981400768384904}",20,0,-17.68827425805017,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
63,False,"{'a': 0.001, 'e': 0.9980786156017829}",20,0,-169.83002463428537,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
64,False,"{'a': 0.001, 'e': 0.9980161562865429}",20,0,-25.979682022782722,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
65,False,"{'a': 0.001, 'e': 0.99795269895523}",30,0,-75.12424729621881,"{0: 21, 1: 2, 2: 5, 3: 2, 4: 0}",1
66,False,"{'a': 0.001, 'e': 0.9978882436713011}",20,1,-97.55764431922279,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 0}",1
67,False,"{'a': 0.001, 'e': 0.9978227904992117}",25,0,-82.64831722074547,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
68,False,"{'a': 0.001, 'e': 0.9977563395044151}",30,19,-42.39214674665903,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 0}",1
69,False,"{'a': 0.001, 'e': 0.9976888907533621}",25,0,-57.89030422421131,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
70,False,"{'a': 0.001, 'e': 0.9976204443135014}",25,0,-146.37927696723995,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
71,False,"{'a': 0.001, 'e': 0.9975510002532796}",30,0,-136.7178984193078,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
72,False,"{'a': 0.001, 'e': 0.9974805586421406}",20,0,-95.69425179013518,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
73,False,"{'a': 0.001, 'e': 0.9974091195505261}",30,0,-105.19219539795233,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
74,False,"{'a': 0.001, 'e': 0.9973366830498752}",25,5,-180.02383352620376,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",1
75,False,"{'a': 0.001, 'e': 0.9972632492126244}",25,0,-127.84849312191827,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
76,False,"{'a': 0.001, 'e': 0.9971888181122075}",30,0,-234.04272052185524,"{0: 13, 1: 5, 2: 8, 3: 1, 4: 3}",0
77,False,"{'a': 0.001, 'e': 0.9971133898230555}",25,0,-43.82673493106379,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
78,False,"{'a': 0.001, 'e': 0.9970369644205967}",25,13,2.4797450227873865,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.001, 'e': 0.9969595419812568}",25,0,-196.7514521963523,"{0: 11, 1: 2, 2: 8, 3: 2, 4: 2}",0
80,False,"{'a': 0.001, 'e': 0.9968811225824579}",20,0,-87.90155333516023,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
81,False,"{'a': 0.001, 'e': 0.9968017063026194}",30,0,-167.16075190831265,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
82,False,"{'a': 0.001, 'e': 0.9967212932211577}",20,0,-113.17049901850517,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
83,False,"{'a': 0.001, 'e': 0.9966398834184859}",30,0,-128.23937212535446,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
84,False,"{'a': 0.001, 'e': 0.9965574769760137}",25,0,-97.92002004340983,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
85,False,"{'a': 0.001, 'e': 0.9964740739761475}",20,0,-105.43482387634901,"{0: 8, 1: 7, 2: 4, 3: 0, 4: 1}",0
86,False,"{'a': 0.001, 'e': 0.9963896745022904}",20,3,-50.352975424060325,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 1}",1
87,False,"{'a': 0.001, 'e': 0.996304278638842}",20,0,-84.449635382606,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
88,False,"{'a': 0.001, 'e': 0.9962178864711978}",20,0,-67.58264644545655,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
89,False,"{'a': 0.001, 'e': 0.9961304980857502}",25,0,-102.13077164123177,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
90,False,"{'a': 0.001, 'e': 0.9960421135698875}",25,0,-131.32780342954348,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
91,False,"{'a': 0.001, 'e': 0.9959527330119943}",25,0,-92.21626421956105,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
92,False,"{'a': 0.001, 'e': 0.9958623565014509}",25,0,-110.59381958256907,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
93,False,"{'a': 0.001, 'e': 0.9957709841286342}",25,0,-56.60054089440265,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
94,False,"{'a': 0.001, 'e': 0.9956786159849162}",25,0,-56.29625038016553,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
95,False,"{'a': 0.001, 'e': 0.9955852521626654}",20,0,-99.7673758212376,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
96,False,"{'a': 0.001, 'e': 0.9954908927552453}",30,0,-133.275999065355,"{0: 19, 1: 5, 2: 3, 3: 1, 4: 2}",0
97,False,"{'a': 0.001, 'e': 0.9953955378570153}",20,11,-54.42070752370673,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
98,False,"{'a': 0.001, 'e': 0.9952991875633305}",30,0,-70.12124271421443,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",0
99,False,"{'a': 0.001, 'e': 0.995201841970541}",20,6,-114.5170751299568,"{0: 6, 1: 3, 2: 3, 3: 0, 4: 2}",1
100,False,"{'a': 0.001, 'e': 0.9951035011759926}",30,0,-193.9378869749696,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 4}",0
101,False,"{'a': 0.001, 'e': 0.9950041652780258}",20,0,-91.8258175482726,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
102,False,"{'a': 0.001, 'e': 0.9949038343759766}",20,0,-39.77280016184481,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
103,False,"{'a': 0.001, 'e': 0.994802508570176}",20,0,-174.32988958369296,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
104,False,"{'a': 0.001, 'e': 0.9947001879619498}",25,14,-31.058718067240157,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
105,False,"{'a': 0.001, 'e': 0.9945968726536185}",25,0,-97.70413578119285,"{0: 14, 1: 8, 2: 1, 3: 1, 4: 1}",0
106,False,"{'a': 0.001, 'e': 0.9944925627484974}",20,0,-70.98764982307142,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
107,False,"{'a': 0.001, 'e': 0.9943872583508965}",20,0,-101.87461437449244,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
108,False,"{'a': 0.001, 'e': 0.9942809595661201}",25,0,-146.29165055471665,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
109,False,"{'a': 0.001, 'e': 0.9941736665004669}",25,0,-126.71982264314269,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
110,False,"{'a': 0.001, 'e': 0.9940653792612301}",25,4,-31.473214785497817,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.001, 'e': 0.9939560979566968}",35,0,-156.80380434039375,"{0: 22, 1: 4, 2: 6, 3: 1, 4: 2}",0
112,False,"{'a': 0.001, 'e': 0.9938458226961485}",20,0,-117.97788705974371,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
113,False,"{'a': 0.001, 'e': 0.9937345535898603}",20,4,-39.25568199305565,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
114,False,"{'a': 0.001, 'e': 0.9936222907491012}",20,0,-171.555950925575,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
115,False,"{'a': 0.001, 'e': 0.9935090342861342}",25,0,-34.38338505386176,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
116,False,"{'a': 0.001, 'e': 0.9933947843142158}",25,0,-82.27231692309999,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
117,False,"{'a': 0.001, 'e': 0.9932795409475959}",20,0,-72.71081378276557,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
118,False,"{'a': 0.001, 'e': 0.9931633043015177}",20,0,-93.20675817037105,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
119,False,"{'a': 0.001, 'e': 0.993046074492218}",20,0,-102.79182072781286,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
120,False,"{'a': 0.001, 'e': 0.9929278516369265}",30,0,-40.44199736252253,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
121,False,"{'a': 0.001, 'e': 0.9928086358538663}",25,0,-129.97506986787616,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
122,False,"{'a': 0.001, 'e': 0.9926884272622528}",20,0,-85.63178035561799,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
123,False,"{'a': 0.001, 'e': 0.9925672259822949}",30,0,-134.58208725923942,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
124,False,"{'a': 0.001, 'e': 0.9924450321351935}",20,0,-125.13148015587115,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
125,False,"{'a': 0.001, 'e': 0.9923218458431429}",30,12,-122.79451654747595,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 2}",1
126,False,"{'a': 0.001, 'e': 0.992197667229329}",20,2,-116.93007331924328,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 2}",1
127,False,"{'a': 0.001, 'e': 0.9920724964179307}",30,2,-116.23763359573523,"{0: 19, 1: 2, 2: 5, 3: 0, 4: 2}",1
128,False,"{'a': 0.001, 'e': 0.9919463335341185}",30,0,-118.07028779347554,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
129,False,"{'a': 0.001, 'e': 0.9918191787040556}",30,0,-191.55371190739803,"{0: 20, 1: 2, 2: 4, 3: 0, 4: 4}",0
130,False,"{'a': 0.001, 'e': 0.9916910320548965}",25,0,-55.95179414023425,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
131,False,"{'a': 0.001, 'e': 0.9915618937147881}",20,13,-0.561953533597469,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.001, 'e': 0.9914317638128685}",30,0,-193.25438159240406,"{0: 16, 1: 6, 2: 4, 3: 1, 4: 3}",0
133,False,"{'a': 0.001, 'e': 0.9913006424792677}",30,8,-101.34854088846893,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 2}",1
134,False,"{'a': 0.001, 'e': 0.9911685298451072}",30,0,-136.88700827919797,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
135,False,"{'a': 0.001, 'e': 0.9910354260424993}",25,15,-72.79414628158817,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 2}",1
136,False,"{'a': 0.001, 'e': 0.9909013312045479}",25,0,-160.4826415092015,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
137,False,"{'a': 0.001, 'e': 0.990766245465348}",25,0,-157.9072877751113,"{0: 10, 1: 5, 2: 8, 3: 1, 4: 1}",0
138,False,"{'a': 0.001, 'e': 0.9906301689599851}",30,0,-193.13418609156093,"{0: 14, 1: 5, 2: 8, 3: 1, 4: 2}",0
139,False,"{'a': 0.001, 'e': 0.9904931018245359}",35,0,-187.45380171829166,"{0: 17, 1: 9, 2: 6, 3: 1, 4: 2}",0
140,False,"{'a': 0.001, 'e': 0.9903550441960673}",30,0,-75.34064081198638,"{0: 18, 1: 4, 2: 8, 3: 0, 4: 0}",0
141,False,"{'a': 0.001, 'e': 0.9902159962126371}",25,0,-127.6082052788163,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
142,False,"{'a': 0.001, 'e': 0.9900759580132933}",25,8,-68.11118117888917,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 1}",1
143,False,"{'a': 0.001, 'e': 0.9899349297380738}",20,0,-83.75406876599847,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
144,False,"{'a': 0.001, 'e': 0.9897929115280072}",35,23,-6.913968377640498,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
145,False,"{'a': 0.001, 'e': 0.9896499035251115}",30,3,-70.50449358232581,"{0: 17, 1: 2, 2: 8, 3: 0, 4: 0}",1
146,False,"{'a': 0.001, 'e': 0.9895059058723947}",20,0,-102.71688906086234,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
147,False,"{'a': 0.001, 'e': 0.9893609187138546}",25,0,-198.4893701447114,"{0: 11, 1: 4, 2: 7, 3: 0, 4: 3}",0
148,False,"{'a': 0.001, 'e': 0.9892149421944781}",25,0,-141.50530530633594,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
149,False,"{'a': 0.001, 'e': 0.989067976460242}",25,0,-123.43061562023634,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
150,False,"{'a': 0.001, 'e': 0.9889200216581118}",30,0,-44.19069413210497,"{0: 21, 1: 5, 2: 3, 3: 1, 4: 0}",0
151,False,"{'a': 0.001, 'e': 0.9887710779360422}",25,0,-71.87639735927813,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
152,False,"{'a': 0.001, 'e': 0.9886211454429773}",25,0,-105.92379213614808,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
153,False,"{'a': 0.001, 'e': 0.9884702243288492}",25,0,-158.84930422338212,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
154,False,"{'a': 0.001, 'e': 0.9883183147445792}",30,0,-83.61608676873291,"{0: 17, 1: 4, 2: 9, 3: 0, 4: 0}",0
155,False,"{'a': 0.001, 'e': 0.9881654168420767}",25,0,-226.91363447849716,"{0: 12, 1: 3, 2: 6, 3: 0, 4: 4}",0
156,False,"{'a': 0.001, 'e': 0.9880115307742399}",20,7,-33.73072518614628,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
157,False,"{'a': 0.001, 'e': 0.9878566566949545}",20,0,-64.63114485409497,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
158,False,"{'a': 0.001, 'e': 0.9877007947590948}",20,0,-105.15901969873974,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
159,False,"{'a': 0.001, 'e': 0.9875439451225226}",20,0,-163.36525279856428,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 4}",0
160,False,"{'a': 0.001, 'e': 0.9873861079420876}",20,0,-163.43542311135985,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
161,False,"{'a': 0.001, 'e': 0.9872272833756269}",25,5,-61.83940109456056,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",1
162,False,"{'a': 0.001, 'e': 0.9870674715819652}",25,14,-12.76845755427302,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
163,False,"{'a': 0.001, 'e': 0.986906672720914}",25,0,-53.326807952642305,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
164,False,"{'a': 0.001, 'e': 0.9867448869532726}",20,0,-120.37067937953745,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",1
165,False,"{'a': 0.001, 'e': 0.9865821144408262}",25,0,-92.70043543376514,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
166,False,"{'a': 0.001, 'e': 0.9864183553463477}",20,3,-101.49382859455797,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 2}",1
167,False,"{'a': 0.001, 'e': 0.986253609833596}",20,0,-86.97181989700668,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
168,False,"{'a': 0.001, 'e': 0.9860878780673167}",20,0,-206.18934698214463,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 5}",0
169,False,"{'a': 0.001, 'e': 0.9859211602132415}",20,0,-150.71249652366006,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
170,False,"{'a': 0.001, 'e': 0.9857534564380882}",25,0,-125.4551072848067,"{0: 13, 1: 2, 2: 9, 3: 0, 4: 1}",0
171,False,"{'a': 0.001, 'e': 0.9855847669095608}",25,4,-52.92743388087258,"{0: 12, 1: 4, 2: 5, 3: 0, 4: 0}",1
172,False,"{'a': 0.001, 'e': 0.9854150917963483}",25,0,-123.48370038556641,"{0: 13, 1: 2, 2: 9, 3: 0, 4: 1}",0
173,False,"{'a': 0.001, 'e': 0.9852444312681263}",30,0,-123.02955032299191,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
174,False,"{'a': 0.001, 'e': 0.9850727854955552}",25,0,-127.65953342235679,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
175,False,"{'a': 0.001, 'e': 0.9849001546502806}",25,0,-29.772517001222205,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
176,False,"{'a': 0.001, 'e': 0.9847265389049334}",20,6,-33.22193875273944,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
177,False,"{'a': 0.001, 'e': 0.9845519384331295}",25,0,-105.48513305811625,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
178,False,"{'a': 0.001, 'e': 0.984376353409469}",20,0,-123.79890081906441,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
179,False,"{'a': 0.001, 'e': 0.9841997840095373}",25,12,-65.99194858930703,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
180,False,"{'a': 0.001, 'e': 0.9840222304099036}",20,8,-26.103039592482894,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 0}",1
181,False,"{'a': 0.001, 'e': 0.9838436927881214}",20,0,-40.83819232012805,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
182,False,"{'a': 0.001, 'e': 0.9836641713227284}",30,3,-128.91271187969033,"{0: 14, 1: 5, 2: 6, 3: 1, 4: 1}",1
183,False,"{'a': 0.001, 'e': 0.9834836661932461}",30,0,-50.2821777692561,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
184,False,"{'a': 0.001, 'e': 0.9833021775801796}",25,0,-187.4988831140134,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
